="RR-stage regressions: paper outcomes by referee using: Ref_Prom3 (robust SEs)"

="",="(1)",="(2)"
="",="asinh(cites) both",="RR"

="alpha",="",=""
="_cons",="1.325",="-3.985"
="",="(0.336)",="(0.328)"

="Int_Ref_Prom3",="",=""
="_cons",="0.286",="-0.323"
="",="(0.060)",="(0.146)"

="Slope_Ref_Prom3",="",=""
="_cons",="0.005",="0.194"
="",="(0.062)",="(0.034)"

="Slope_Journal_QJE",="",=""
="_cons",="0.218",="-0.128"
="",="(0.084)",="(0.082)"

="Slope_Journal_REStat",="",=""
="_cons",="-0.066",="-0.132"
="",="(0.113)",="(0.088)"

="Slope_Journal_REStud",="",=""
="_cons",="0.164",="0.072"
="",="(0.091)",="(0.087)"

="Rej",="",=""
="_cons",="0.598",="0.751"
="",="(0.069)",="(0.170)"

="NoRec",="",=""
="_cons",="0.870",="2.515"
="",="(0.090)",="(0.281)"

="WeakRR",="",=""
="_cons",="1.309",="2.967"
="",="(0.126)",="(0.299)"

="RR",="",=""
="_cons",="1.673",="4.360"
="",="(0.151)",="(0.415)"

="StrongRR",="",=""
="_cons",="2.003",="5.294"
="",="(0.209)",="(0.476)"

="Accept",="",=""
="_cons",="2.035",="5.105"
="",="(0.197)",="(0.473)"

="ap_AuthPubs_1",="",=""
="_cons",="0.277",=""
="",="(0.042)",=""

="ap_AuthPubs_2",="",=""
="_cons",="0.495",=""
="",="(0.043)",=""

="ap_AuthPubs_3",="",=""
="_cons",="0.633",=""
="",="(0.035)",=""

="ap_AuthPubs_4",="",=""
="_cons",="0.828",=""
="",="(0.054)",=""

="ap_AuthPubs_6",="",=""
="_cons",="0.975",=""
="",="(0.055)",=""

="na_NAuthors_2",="",=""
="_cons",="0.227",=""
="",="(0.040)",=""

="na_NAuthors_3",="",=""
="_cons",="0.312",=""
="",="(0.046)",=""

="na_NAuthors_4",="",=""
="_cons",="0.452",=""
="",="(0.058)",=""

="j_Journal_REStat",="",=""
="_cons",="0.560",=""
="",="(0.338)",=""

="j_Journal_REStud",="",=""
="_cons",="0.284",=""
="",="(0.352)",=""

="j_Journal_QJE",="",=""
="_cons",="0.759",=""
="",="(0.350)",=""

="ffr_JEL_Intl_fr",="",=""
="_cons",="0.402",=""
="",="(0.094)",=""

="ffr_JEL_Exp_fr",="",=""
="_cons",="-0.162",=""
="",="(0.152)",=""

="ffr_JEL_Labor_fr",="",=""
="_cons",="0.206",=""
="",="(0.059)",=""

="ffr_JEL_HealthUrbLaw_fr",="",=""
="_cons",="0.019",=""
="",="(0.139)",=""

="ffr_JEL_Dev_fr",="",=""
="_cons",="0.169",=""
="",="(0.151)",=""

="ffr_JEL_Hist_fr",="",=""
="_cons",="-0.067",=""
="",="(0.243)",=""

="ffr_JEL_Pub_fr",="",=""
="_cons",="-0.017",=""
="",="(0.094)",=""

="ffr_JEL_IO_fr",="",=""
="_cons",="-0.035",=""
="",="(0.109)",=""

="ffr_JEL_Fin_fr",="",=""
="_cons",="-0.079",=""
="",="(0.124)",=""

="ffr_JEL_Macro_fr",="",=""
="_cons",="-0.039",=""
="",="(0.086)",=""

="ffr_JEL_Theory_fr",="",=""
="_cons",="-0.586",=""
="",="(0.098)",=""

="ffr_JEL_Micro_fr",="",=""
="_cons",="-0.354",=""
="",="(0.100)",=""

="ffr_JEL_Other_fr",="",=""
="_cons",="-0.020",=""
="",="(0.083)",=""

="ffr_JEL_Metrics_fr",="",=""
="_cons",="-0.182",=""
="",="(0.085)",=""

="jr_JournalYear_JEEA2004",="",=""
="_cons",="0.252",=""
="",="(0.169)",=""

="jr_JournalYear_JEEA2005",="",=""
="_cons",="0.292",=""
="",="(0.291)",=""

="jr_JournalYear_JEEA2006",="",=""
="_cons",="0.301",=""
="",="(0.314)",=""

="jr_JournalYear_JEEA2007",="",=""
="_cons",="0.027",=""
="",="(0.304)",=""

="jr_JournalYear_JEEA2008",="",=""
="_cons",="-0.289",=""
="",="(0.342)",=""

="jr_JournalYear_JEEA2009",="",=""
="_cons",="-0.445",=""
="",="(0.357)",=""

="jr_JournalYear_JEEA2010",="",=""
="_cons",="-0.223",=""
="",="(0.368)",=""

="jr_JournalYear_JEEA2011",="",=""
="_cons",="-0.651",=""
="",="(0.364)",=""

="jr_JournalYear_JEEA2012",="",=""
="_cons",="-0.830",=""
="",="(0.361)",=""

="jr_JournalYear_JEEA2013",="",=""
="_cons",="-1.182",=""
="",="(0.350)",=""

="jr_JournalYear_REStat2007",="",=""
="_cons",="-0.099",=""
="",="(0.136)",=""

="jr_JournalYear_REStat2008",="",=""
="_cons",="-0.481",=""
="",="(0.052)",=""

="jr_JournalYear_REStat2009",="",=""
="_cons",="-0.711",=""
="",="(0.128)",=""

="jr_JournalYear_REStat2010",="",=""
