="RR-stage regressions: paper outcomes by referee using: Ref_Prom3 (robust SEs)"

="",="(1)",="(2)"
="",="asinh(cites) both",="RR"

="alpha",="",=""
="_cons",="2.658",="-3.490"
="",="(0.482)",="(0.954)"

="Int_Ref_Prom3",="",=""
="_cons",="0.279",="0.061"
="",="(0.125)",="(0.342)"

="Slope_Ref_Prom3",="",=""
="_cons",="-0.013",="0.149"
="",="(0.042)",="(0.077)"

="Slope_JEL_Intl_fr",="",=""
="_cons",="0.360",="0.077"
="",="(0.503)",="(0.266)"

="Slope_JEL_Exp_fr",="",=""
="_cons",="-0.408",="-0.305"
="",="(0.640)",="(0.580)"

="Slope_JEL_Labor_fr",="",=""
="_cons",="0.588",="-0.157"
="",="(0.550)",="(0.314)"

="Slope_JEL_HealthUrbLaw_fr",="",=""
="_cons",="0.617",="-0.206"
="",="(0.668)",="(0.305)"

="Slope_JEL_Dev_fr",="",=""
="_cons",="0.795",="-0.083"
="",="(0.548)",="(0.520)"

="Slope_JEL_Hist_fr",="",=""
="_cons",="-1.688",="-0.345"
="",="(1.313)",="(0.412)"

="Slope_JEL_Pub_fr",="",=""
="_cons",="0.722",="0.328"
="",="(0.600)",="(0.364)"

="Slope_JEL_IO_fr",="",=""
="_cons",="0.220",="0.135"
="",="(0.605)",="(0.458)"

="Slope_JEL_Fin_fr",="",=""
="_cons",="0.593",="-0.063"
="",="(0.591)",="(0.287)"

="Slope_JEL_Macro_fr",="",=""
="_cons",="0.698",="0.200"
="",="(0.518)",="(0.335)"

="Slope_JEL_Theory_fr",="",=""
="_cons",="0.864",="0.332"
="",="(0.578)",="(0.281)"

="Slope_JEL_Micro_fr",="",=""
="_cons",="0.431",="0.101"
="",="(0.526)",="(0.289)"

="Slope_JEL_Other_fr",="",=""
="_cons",="0.494",="0.030"
="",="(0.550)",="(0.399)"

="Slope_JEL_Metrics_fr",="",=""
="_cons",="1.031",="-0.913"
="",="(0.538)",="(0.348)"

="Rej",="",=""
="_cons",="0.361",="0.816"
="",="(0.250)",="(0.453)"

="NoRec",="",=""
="_cons",="0.696",="3.016"
="",="(0.445)",="(0.869)"

="WeakRR",="",=""
="_cons",="0.945",="2.563"
="",="(0.513)",="(0.768)"

="RR",="",=""
="_cons",="1.072",="4.113"
="",="(0.553)",="(1.194)"

="StrongRR",="",=""
="_cons",="1.470",="4.623"
="",="(0.810)",="(1.153)"

="Accept",="",=""
="_cons",="1.365",="4.971"
="",="(0.745)",="(1.068)"

="ap_AuthPubs_1",="",=""
="_cons",="0.362",=""
="",="(0.084)",=""

="ap_AuthPubs_2",="",=""
="_cons",="0.410",=""
="",="(0.057)",=""

="ap_AuthPubs_3",="",=""
="_cons",="0.714",=""
="",="(0.044)",=""

="ap_AuthPubs_4",="",=""
="_cons",="0.872",=""
="",="(0.114)",=""

="ap_AuthPubs_6",="",=""
="_cons",="0.990",=""
="",="(0.111)",=""

="na_NAuthors_2",="",=""
="_cons",="0.146",=""
="",="(0.041)",=""

="na_NAuthors_3",="",=""
="_cons",="0.225",=""
="",="(0.056)",=""

="na_NAuthors_4",="",=""
="_cons",="0.368",=""
="",="(0.093)",=""

="ffr_JEL_Intl_fr",="",=""
="_cons",="0.226",=""
="",="(0.376)",=""

="ffr_JEL_Exp_fr",="",=""
="_cons",="-0.394",=""
="",="(0.417)",=""

="ffr_JEL_Labor_fr",="",=""
="_cons",="-0.390",=""
="",="(0.386)",=""

="ffr_JEL_HealthUrbLaw_fr",="",=""
="_cons",="-0.689",=""
="",="(0.427)",=""

="ffr_JEL_Dev_fr",="",=""
="_cons",="-0.323",=""
="",="(0.439)",=""

="ffr_JEL_Hist_fr",="",=""
="_cons",="0.167",=""
="",="(1.009)",=""

="ffr_JEL_Pub_fr",="",=""
="_cons",="-0.794",=""
="",="(0.423)",=""

="ffr_JEL_IO_fr",="",=""
="_cons",="-0.332",=""
="",="(0.506)",=""

="ffr_JEL_Fin_fr",="",=""
="_cons",="-0.196",=""
="",="(0.507)",=""

="ffr_JEL_Macro_fr",="",=""
="_cons",="-0.559",=""
="",="(0.478)",=""

="ffr_JEL_Theory_fr",="",=""
="_cons",="-1.488",=""
="",="(0.494)",=""

="ffr_JEL_Micro_fr",="",=""
="_cons",="-0.622",=""
="",="(0.476)",=""

="ffr_JEL_Other_fr",="",=""
="_cons",="-0.504",=""
="",="(0.562)",=""

="ffr_JEL_Metrics_fr",="",=""
="_cons",="-1.238",=""
="",="(0.569)",=""

="yr_Year_2006",="",=""
="_cons",="0.039",=""
="",="(0.195)",=""

="yr_Year_2007",="",=""
="_cons",="0.062",=""
="",="(0.055)",=""

="yr_Year_2008",="",=""
="_cons",="-0.296",=""
="",="(0.203)",=""

="yr_Year_2009",="",=""
