="RR-stage regressions: paper outcomes by referee using:  (robust SEs)"

="",="(1)",="(2)"
="",="asinh(cites) both",="RR"

="alpha",="",=""
="_cons",="1.319",="-4.081"
="",="(0.334)",="(0.232)"

="Rej",="",=""
="_cons",="0.675",="0.875"
="",="(0.062)",="(0.162)"

="NoRec",="",=""
="_cons",="1.006",="2.749"
="",="(0.104)",="(0.177)"

="WeakRR",="",=""
="_cons",="1.474",="3.175"
="",="(0.104)",="(0.170)"

="RR",="",=""
="_cons",="1.919",="4.633"
="",="(0.129)",="(0.208)"

="StrongRR",="",=""
="_cons",="2.267",="5.580"
="",="(0.216)",="(0.214)"

="Accept",="",=""
="_cons",="2.326",="5.385"
="",="(0.191)",="(0.214)"

="ap_AuthPubs_1",="",=""
="_cons",="0.281",=""
="",="(0.042)",=""

="ap_AuthPubs_2",="",=""
="_cons",="0.499",=""
="",="(0.044)",=""

="ap_AuthPubs_3",="",=""
="_cons",="0.649",=""
="",="(0.035)",=""

="ap_AuthPubs_4",="",=""
="_cons",="0.847",=""
="",="(0.054)",=""

="ap_AuthPubs_6",="",=""
="_cons",="1.011",=""
="",="(0.057)",=""

="na_NAuthors_2",="",=""
="_cons",="0.225",=""
="",="(0.041)",=""

="na_NAuthors_3",="",=""
="_cons",="0.313",=""
="",="(0.047)",=""

="na_NAuthors_4",="",=""
="_cons",="0.456",=""
="",="(0.058)",=""

="j_Journal_REStat",="",=""
="_cons",="0.484",=""
="",="(0.340)",=""

="j_Journal_REStud",="",=""
="_cons",="0.467",=""
="",="(0.357)",=""

="j_Journal_QJE",="",=""
="_cons",="0.988",=""
="",="(0.373)",=""

="ffr_JEL_Intl_fr",="",=""
="_cons",="0.424",=""
="",="(0.095)",=""

="ffr_JEL_Exp_fr",="",=""
="_cons",="-0.158",=""
="",="(0.150)",=""

="ffr_JEL_Labor_fr",="",=""
="_cons",="0.184",=""
="",="(0.060)",=""

="ffr_JEL_HealthUrbLaw_fr",="",=""
="_cons",="0.011",=""
="",="(0.145)",=""

="ffr_JEL_Dev_fr",="",=""
="_cons",="0.172",=""
="",="(0.152)",=""

="ffr_JEL_Hist_fr",="",=""
="_cons",="-0.070",=""
="",="(0.251)",=""

="ffr_JEL_Pub_fr",="",=""
="_cons",="-0.025",=""
="",="(0.093)",=""

="ffr_JEL_IO_fr",="",=""
="_cons",="-0.055",=""
="",="(0.111)",=""

="ffr_JEL_Fin_fr",="",=""
="_cons",="-0.066",=""
="",="(0.125)",=""

="ffr_JEL_Macro_fr",="",=""
="_cons",="-0.021",=""
="",="(0.086)",=""

="ffr_JEL_Theory_fr",="",=""
="_cons",="-0.582",=""
="",="(0.098)",=""

="ffr_JEL_Micro_fr",="",=""
="_cons",="-0.350",=""
="",="(0.100)",=""

="ffr_JEL_Other_fr",="",=""
="_cons",="-0.030",=""
="",="(0.082)",=""

="ffr_JEL_Metrics_fr",="",=""
="_cons",="-0.179",=""
="",="(0.084)",=""

="jr_JournalYear_JEEA2004",="",=""
="_cons",="0.236",=""
="",="(0.166)",=""

="jr_JournalYear_JEEA2005",="",=""
="_cons",="0.304",=""
="",="(0.284)",=""

="jr_JournalYear_JEEA2006",="",=""
="_cons",="0.308",=""
="",="(0.315)",=""

="jr_JournalYear_JEEA2007",="",=""
="_cons",="0.040",=""
="",="(0.294)",=""

="jr_JournalYear_JEEA2008",="",=""
="_cons",="-0.268",=""
="",="(0.339)",=""

="jr_JournalYear_JEEA2009",="",=""
="_cons",="-0.445",=""
="",="(0.352)",=""

="jr_JournalYear_JEEA2010",="",=""
="_cons",="-0.229",=""
="",="(0.364)",=""

="jr_JournalYear_JEEA2011",="",=""
="_cons",="-0.652",=""
="",="(0.361)",=""

="jr_JournalYear_JEEA2012",="",=""
="_cons",="-0.829",=""
="",="(0.357)",=""

="jr_JournalYear_JEEA2013",="",=""
="_cons",="-1.178",=""
="",="(0.347)",=""

="jr_JournalYear_REStat2007",="",=""
="_cons",="-0.079",=""
="",="(0.142)",=""

="jr_JournalYear_REStat2008",="",=""
="_cons",="-0.471",=""
="",="(0.058)",=""

="jr_JournalYear_REStat2009",="",=""
="_cons",="-0.700",=""
="",="(0.133)",=""

="jr_JournalYear_REStat2010",="",=""
="_cons",="-0.993",=""
="",="(0.073)",=""

="jr_JournalYear_REStat2011",="",=""
="_cons",="-1.094",=""
="",="(0.117)",=""

="jr_JournalYear_REStat2012",="",=""
="_cons",="-1.469",=""
="",="(0.212)",=""

="jr_JournalYear_REStat2013",="",=""
="_cons",="-1.834",=""
="",="(0.059)",=""

="jr_JournalYear_REStud2006",="",=""
="_cons",="0.013",=""
="",="(0.145)",=""

="jr_JournalYear_REStud2007",="",=""
="_cons",="-0.245",=""
="",="(0.150)",=""

